prot1	prot2	r	p	padj
ACAD9	NDUFS3	0.76167483281076	2.50109857954302e-06	8.67879257687102e-06
ACAD9	NDUFS4	0.701870636464822	3.15158789435919e-05	8.25831036238206e-05
ACAD9	NDUFS5	0.755137880511874	3.41382469081327e-06	1.13655211427473e-05
ACAD9	NDUFS6	0.685859425745154	5.61384672935923e-05	0.000138695036842993
ACAD9	NDUFS7	0.725543168016266	1.2496011911325e-05	3.60079255852549e-05
ACAD9	NDUFS8	0.659775271188995	0.000133710871938796	0.000298536008962648
ACAD9	NDUFV1	0.744104111360083	5.65128571816296e-06	1.78057494814306e-05
ACAD9	NDUFV2	0.589507660680966	0.000962945246946612	0.00173353507456786
ACAD9	NDUFV3	0.308528585056634	0.21288633677486	0.234364483511789
ACAD9	MT-ND1	0.635614463976999	0.000278382487934283	0.000573511724332914
ACAD9	MT-ND4	0.625985258602854	0.00139765700643402	0.00242871545380338
ACAD9	MT-ND5	0.694090017387004	4.19126871120708e-05	0.000106140661560261
ACAD9	NUBPL	0.591609438326853	0.000913654205533821	0.00165618425205072
ACAD9	UQCRC1	0.746152909543922	5.15624202290895e-06	1.64556197032191e-05
ACAD9	UQCRC2	0.778701589642357	1.06019817621964e-06	3.98985822529995e-06
ACAD9	UQCRH	0.474432273035008	0.0107478732349177	0.0148554894883122
ACAD9	UQCRB	0.766892358983374	1.93737730638548e-06	6.88914038979885e-06
ACAD9	UQCRQ	0.545154535531759	0.00269968631524847	0.00433273376910101
ACAD9	UQCR10	0.632447340660305	0.000305080162638929	0.000621894177687048
ACAD9	SCO1	0.67476933398814	8.20404795279711e-05	0.000192741010479434
ACAD9	SCO2	0.489556066344103	0.0177392928033775	0.0232622478823672
ACAD9	SDHA	0.681003295004143	6.64151535818819e-05	0.000160695795514423
ACAD9	SDHB	0.714171244793999	1.97101428861693e-05	5.42333474222656e-05
ACAD9	SDHAF2	0.788090635935955	0.000483322198983264	0.000940450362706946
ACAD9	SURF1	0.490862469172611	0.00799582236517128	0.0114094234518406
ACAD9	TIMMDC1	0.585183954908734	0.00848762903388733	0.0120187418762298
ACAD9	UQCRFS1	0.754884831257629	3.45452234328395e-06	1.14858353041823e-05
ACAD9	UQCC1	0.573437483634587	0.00142259985766806	0.00246149030949794
ACAD9	UQCC2	0.626482847328798	0.000361529574672803	0.0007220859876372
ACAD9	UQCC3	0.713806308408176	0.175687175756916	0.195931689997442
NDUFAB1	ATP5PB	0.395921290660238	0.0370155390869209	0.0456111763119214
NDUFAB1	ATP5PD	0.534170853087985	0.0034119075278714	0.00535229468431412
NDUFAB1	ATP5ME	0.562225024649251	0.00184638651257577	0.00310192934112729
NDUFAB1	ATP5MG	0.477504142570509	0.0101804604341126	0.0141591408474443
NDUFAB1	ATP5F1A	0.454533729993052	0.0150996893410985	0.0200428792327282
NDUFAB1	ATP5F1B	0.465438518503352	0.0125631944921278	0.0170211022151409
NDUFAB1	ATP5F1D	0.537888085631381	0.00315473937497338	0.00498063592073974
NDUFAB1	ATPAF1	0.637755565558484	0.000261520180696729	0.000542538604129468
NDUFAB1	ATPAF2	0.4227414467211	0.0250127699094047	0.0317346399648532
NDUFAB1	ATP5F1C	0.569314506662102	0.00156742632204097	0.00267704304065243
NDUFAB1	ATP5MF	0.583647855414938	0.00111278843826056	0.00197061818899603
NDUFAB1	ATP5PO	0.558431757459024	0.00201252914547728	0.00335446640047355
NDUFAB1	BCS1L	0.438484462756301	0.0195924384241793	0.0255045426504229
NDUFAB1	SDHC	0.0445815237199986	0.916520334891241	0.920240985777132
NDUFAB1	NDUFAF1	0.603907162026359	0.00227730389232151	0.00373840594712956
NDUFAB1	COA3	0.387130699007041	0.0418260190281566	0.0511305832014905
NDUFAB1	COA5	0.585341416169235	0.0278702826598341	0.0349713918831966
NDUFAB1	COA6	0.153438694073529	0.616745492024066	0.635002527865666
NDUFAB1	COA7	0.42438141208383	0.0435587871986643	0.0530280887635913
NDUFAB1	MT-CO1	0.4267031791083	0.0235456621674972	0.0300186964403487
NDUFAB1	COX11	0.495253506485809	0.00737020959601122	0.0106119576718764
NDUFAB1	COX17	-0.324499359682854	0.257660359134695	0.280877551142914
NDUFAB1	COX19	0.481111790536258	0.18980506599906	0.210516231646192
NDUFAB1	MT-CO2	0.557340099261452	0.00206266924170309	0.00342138728169231
NDUFAB1	COX20	0.196925864078352	0.499810742504044	0.523320184766699
NDUFAB1	COX4I1	0.441639797940283	0.0186317707671543	0.024360835082341
NDUFAB1	COX6C	0.30049034079301	0.120253905116234	0.136853370546389
NDUFAB1	COX7C	0.425592466346219	0.023949708418815	0.0304814470784918
NDUFAB1	COX7A2L	0.337561010605197	0.0789606392524206	0.0927771881635726
NDUFAB1	COX6B1	0.427992504709601	0.0230836359575407	0.0295141721088372
NDUFAB1	COX7A1	0.746640667648919	5.04428930377671e-06	1.61330287215617e-05
NDUFAB1	CYC1	0.594113644523521	0.000857805942585113	0.00156642824298151
NDUFAB1	ECSIT	0.523127910146272	0.00428430351826885	0.00654046177932486
NDUFAB1	FOXRED1	0.327604774542657	0.127012349791338	0.144176180844221
NDUFAB1	NDUFA2	0.322652919484285	0.0940114986636536	0.109165151812881
NDUFAB1	NDUFA3	0.299555002943114	0.12146908243466	0.138200959621545
NDUFAB1	NDUFA5	0.492032127747884	0.00782496165837037	0.0111765696786251
NDUFAB1	NDUFA6	0.392319578579478	0.0389298846656794	0.0477849039237951
NDUFAB1	NDUFA7	0.270641829401374	0.163630261345808	0.183173729824374
NDUFAB1	NDUFA8	-0.0847953005599097	0.6679146968019	0.682791327247315
NDUFAB1	NDUFA9	0.498282391455441	0.00696316621844135	0.0101073669791388
NDUFAB1	NDUFA10	0.414938389642336	0.0281200810708247	0.0352649580076934
NDUFAB1	NDUFA11	0.398201088351507	0.0358432882992656	0.0442279156065217
NDUFAB1	NDUFA12	0.14235887136432	0.469900311855619	0.494094517803783
NDUFAB1	NDUFA13	0.337794703615693	0.0787403732948717	0.092542804094184
NDUFAB1	NDUFB1	0.163180962127552	0.456903864517118	0.481452308835553
NDUFAB1	NDUFB3	0.572659100547738	0.00144901778836922	0.00249942936606733
NDUFAB1	NDUFB4	0.143480244269328	0.466372961443777	0.490545153954148
NDUFAB1	NDUFB5	0.585473558415592	0.00106406899326643	0.00189641119216259
NDUFAB1	NDUFB6	0.671219559017838	9.23258603084248e-05	0.000214192147000056
NDUFAB1	NDUFB7	0.105312808677773	0.59379607178241	0.613501998509002
NDUFAB1	NDUFB8	0.243117270814937	0.212540706376059	0.23409975872989
NDUFAB1	NDUFB9	0.274170200788764	0.157993776199499	0.177354586898681
NDUFAB1	NDUFB10	0.43294470996356	0.0213773382098349	0.0275461388452055
NDUFAB1	NDUFB11	0.371289453929139	0.0517408418833193	0.0621560248420231
NDUFAB1	NDUFC2	0.58575760110672	0.00105665841821727	0.00188546824765663
NDUFAB1	NDUFAF3	-0.385782914603266	0.0426056566260675	0.0519957191061547
NDUFAB1	NDUFAF4	0.6208462554981	0.000423106678616347	0.000832745770645436
NDUFAB1	NDUFAF5	0.574787010222032	0.0041191184930501	0.00631919901139181
NDUFAB1	NDUFAF6	0.605999622209342	0.00063135043775164	0.00118999667606702
NDUFAB1	NDUFAF7	0.241034107769335	0.216607598431642	0.23816671479814
NDUFAB1	NDUFS1	0.449459221193208	0.0164170301947426	0.0216494722828774
NDUFAB1	NDUFS2	0.431439469791952	0.0218846734955592	0.0281347289639704
NDUFAB1	NDUFS3	0.545822382022161	0.00266084812557002	0.00427965890716681
NDUFAB1	NDUFS4	0.443164799392363	0.0181815597215329	0.0238001481565023
NDUFAB1	NDUFS5	0.517957528729328	0.00475405833451431	0.00719101316626954
NDUFAB1	NDUFS6	0.406200838623186	0.0319633792554962	0.0397599788894856
NDUFAB1	NDUFS7	0.331412287877184	0.0849271658047121	0.0992116877886587
NDUFAB1	NDUFS8	0.316887730472951	0.10037852743632	0.115983702088372
NDUFAB1	NDUFV1	0.438714516556334	0.0195210490053102	0.0254264804481103
NDUFAB1	NDUFV2	0.18837975140756	0.337056609899517	0.361323387255634
NDUFAB1	NDUFV3	-0.0300491718966656	0.905781405821582	0.910279643051396
NDUFAB1	MT-ND1	0.756305652445726	3.23154657557096e-06	1.08661973976147e-05
NDUFAB1	MT-ND4	0.59134166378869	0.00296087512072184	0.00470107561963396
NDUFAB1	MT-ND5	0.750931758951065	4.14959515156329e-06	1.3514263068588e-05
NDUFAB1	NUBPL	0.476587084817129	0.0103471635591351	0.0143551175335835
NDUFAB1	UQCRC1	0.469897975526158	0.0116335559816223	0.0159214851614456
NDUFAB1	UQCRC2	0.467057031118117	0.0122188920140075	0.016610231220263
NDUFAB1	UQCRH	0.20397486391468	0.297819492134682	0.322209569619345
NDUFAB1	UQCRB	0.640209839240827	0.000243303631556535	0.00050782361354416
NDUFAB1	UQCRQ	0.222715631190379	0.254640767651683	0.27778992834729
NDUFAB1	UQCR10	0.520179105834029	0.00454710975632109	0.00690676650806602
NDUFAB1	SCO1	0.318165452938488	0.0989402885517855	0.114351548450818
NDUFAB1	SCO2	0.0664728047923321	0.763149301634888	0.774409198861147
NDUFAB1	SDHA	0.253891072842043	0.192336408040385	0.213270657184507
NDUFAB1	SDHB	0.391695710150361	0.0392693710266897	0.0481750454149415
NDUFAB1	SDHAF2	0.429087670338251	0.110483755678591	0.126902394293366
NDUFAB1	SURF1	-0.0158061998404245	0.936372412818889	0.939326269010747
NDUFAB1	TIMMDC1	0.562686596282901	0.0121392289415099	0.0165322261387587
NDUFAB1	UQCRFS1	0.505562093629717	0.006061807299842	0.00893910768429831
NDUFAB1	UQCC1	0.4624492651795	0.0132203310686527	0.0178084459660036
NDUFAB1	UQCC2	0.354430336568453	0.0642334291383309	0.0762782679444783
NDUFAB1	UQCC3	0.72532889550765	0.165499537736526	0.18515332393549
ATP5PB	ATP5PD	0.923694554999172	2.44968253754697e-12	5.7703633106662e-11
ATP5PB	ATP5ME	0.920023592130656	4.41770289026515e-12	9.68847944209874e-11
ATP5PB	ATP5MG	0.89109965028147	2.06576056888473e-10	2.36420721148453e-09
ATP5PB	ATP5F1A	0.971507461191185	8.82669587251995e-18	3.2747041687049e-15
ATP5PB	ATP5F1B	0.962475703938535	3.00734075133222e-16	4.31892936288098e-14
ATP5PB	ATP5F1D	0.952763673637417	5.67238378925957e-15	4.50954511246136e-13
ATP5PB	ATPAF1	0.84450246600478	1.60868116247051e-08	1.0030600189522e-07
ATP5PB	ATPAF2	0.857509205521354	5.58398923034443e-09	4.01614217342381e-08
ATP5PB	ATP5F1C	0.953608812072337	4.50739051850663e-15	3.78620803554557e-13
ATP5PB	ATP5MF	0.873116488031285	1.35549753665607e-09	1.15606801402161e-08
ATP5PB	ATP5PO	0.913390241506172	1.19785700575734e-11	2.31082534428955e-10
ATP5PB	BCS1L	0.76493385396861	2.13391934295518e-06	7.51598806553518e-06
ATP5PB	SDHC	0.316217009659249	0.44543189168954	0.470589174608883
ATP5PB	NDUFAF1	0.298702697376728	0.166208544203833	0.185826328175657
ATP5PB	COA3	0.7533975438174	3.70267165020742e-06	1.22077665897982e-05
ATP5PB	COA5	0.666528827258918	0.00923734654142351	0.0129649012617962
ATP5PB	COA6	0.766198353136409	0.00225513705727362	0.00370338258169759
ATP5PB	COA7	0.647113552591698	0.000845545614977539	0.00154467340085351
ATP5PB	MT-CO1	0.521584091221586	0.00442023033194826	0.00673703027656065
ATP5PB	COX11	0.688468124603976	5.12240531950463e-05	0.000127775688898758
ATP5PB	COX17	0.31542868611872	0.271969095205131	0.295607034143858
ATP5PB	COX19	0.819119920166256	0.00690963570909647	0.0100364431245995
ATP5PB	MT-CO2	0.90103100550753	6.31479243127889e-11	8.95332990574956e-10
ATP5PB	COX20	0.670366882246822	0.00869913478372064	0.0122995113708289
ATP5PB	COX4I1	0.913375743426967	1.20036555945274e-11	2.31082534428955e-10
ATP5PB	COX6C	0.882095721388335	5.50383269478809e-10	5.37347876254311e-09
ATP5PB	COX7C	0.753977040976565	3.60413897471609e-06	1.19654188780284e-05
ATP5PB	COX7A2L	0.91873190232202	5.40024801882335e-12	1.17277581364886e-10
ATP5PB	COX6B1	0.349260279797485	0.0684996477224859	0.0811064977820498
ATP5PB	COX7A1	0.584587980544337	0.00108746421336602	0.00193114905381154
ATP5PB	CYC1	0.887035085016969	3.24811705294817e-10	3.3765639133097e-09
ATP5PB	ECSIT	0.618315784201376	0.000453619958261199	0.000887699364474223
ATP5PB	FOXRED1	0.517071314634965	0.0115182165492582	0.0157879002701039
ATP5PB	NDUFA2	0.851651685414154	9.10458570080311e-09	6.14539910227618e-08
ATP5PB	NDUFA3	0.90324108355907	4.76912735821756e-11	7.17302533742722e-10
ATP5PB	NDUFA5	0.861790301610289	3.85255700796242e-09	2.89722699315012e-08
ATP5PB	NDUFA6	0.800416719865501	3.16298093839363e-07	1.38326042610299e-06
ATP5PB	NDUFA7	0.878815911134837	7.7126191710309e-10	7.1237718982219e-09
ATP5PB	NDUFA8	0.715842652947343	1.84581816950496e-05	5.11043687228612e-05
ATP5PB	NDUFA9	0.885971881694107	3.64597930929151e-10	3.70591321574562e-09
ATP5PB	NDUFA10	0.844415832401538	1.61953294236709e-08	1.00841407824032e-07
ATP5PB	NDUFA11	0.684853565714886	5.81426223480832e-05	0.000143328324858066
ATP5PB	NDUFA12	0.798471720659949	3.5456531521789e-07	1.52661971310449e-06
ATP5PB	NDUFA13	0.869186026573783	1.96906320539921e-09	1.60260866369969e-08
ATP5PB	NDUFB1	0.758599937728813	2.72654231292568e-05	7.25990812030211e-05
ATP5PB	NDUFB3	0.737093300986375	7.68497526451929e-06	2.34339108750958e-05
ATP5PB	NDUFB4	0.776982813501088	1.16002210954867e-06	4.34349741943707e-06
ATP5PB	NDUFB5	0.869458705854433	1.91945672319878e-09	1.56509548199285e-08
ATP5PB	NDUFB6	0.886122560401218	3.58700848836949e-10	3.67599326283499e-09
ATP5PB	NDUFB7	0.819460363370612	9.64150148782475e-08	4.92812452626817e-07
ATP5PB	NDUFB8	0.762577626772793	2.39407776261178e-06	8.36611789572029e-06
ATP5PB	NDUFB9	0.836171697572047	3.01620130587697e-08	1.77856002831315e-07
ATP5PB	NDUFB10	0.878033978375779	8.3467317921709e-10	7.61468236449689e-09
ATP5PB	NDUFB11	0.617129880720738	0.000468572096821325	0.000915350142627705
ATP5PB	NDUFC2	0.836958179757166	2.8466879240218e-08	1.69205001839053e-07
ATP5PB	NDUFAF3	0.314814460735372	0.102745532744238	0.118472704423037
ATP5PB	NDUFAF4	0.702944516137839	3.02786426997397e-05	7.96444546409749e-05
ATP5PB	NDUFAF5	0.609356045150086	0.00202545936717981	0.00337097013184468
ATP5PB	NDUFAF6	0.756006586008382	3.27737362535678e-06	1.09870989307894e-05
ATP5PB	NDUFAF7	0.794033921734841	4.58030690688047e-07	1.91290115848329e-06
ATP5PB	NDUFS1	0.864620156248103	2.99385652269812e-09	2.33835951562316e-08
ATP5PB	NDUFS2	0.874779413072078	1.15311630157861e-09	1.00004545289191e-08
ATP5PB	NDUFS3	0.90231444348685	5.36919522052519e-11	7.78620753152383e-10
ATP5PB	NDUFS4	0.857986998327756	5.36060484200388e-09	3.86797613559178e-08
ATP5PB	NDUFS5	0.763232256734625	2.31907492472104e-06	8.13582735575995e-06
ATP5PB	NDUFS6	0.877633761496219	8.68939318611581e-10	7.84689218348633e-09
ATP5PB	NDUFS7	0.803936572823904	2.56421188889109e-07	1.15897170856275e-06
ATP5PB	NDUFS8	0.848990851066024	1.12912534485211e-08	7.45825821258397e-08
ATP5PB	NDUFV1	0.845663884197166	1.46945350753571e-08	9.27944257524678e-08
ATP5PB	NDUFV2	0.782204697882061	8.80372259502709e-07	3.40728838333127e-06
ATP5PB	NDUFV3	0.202539647847083	0.420232218560725	0.445234135419407
ATP5PB	MT-ND1	0.510390024811574	0.00552021579535557	0.00821665019088031
ATP5PB	MT-ND4	0.432071666367648	0.0395028361343629	0.0484347635555449
ATP5PB	MT-ND5	0.417919309805887	0.0268980506708937	0.0338468404711189
ATP5PB	NUBPL	0.652596768021428	0.000167369136253543	0.000365079566193422
ATP5PB	UQCRC1	0.927516364589279	1.28400082423251e-12	3.38246844348114e-11
ATP5PB	UQCRC2	0.951996564582529	6.96338940809971e-15	5.43877362190525e-13
ATP5PB	UQCRH	0.476942387875049	0.0102823074311836	0.014282943115017
ATP5PB	UQCRB	0.908378076319131	2.41774420384048e-11	4.10831954026634e-10
ATP5PB	UQCRQ	0.853933202311894	7.54490467393822e-09	5.20773885401131e-08
ATP5PB	UQCR10	0.676525433251826	7.73388928854918e-05	0.000183535581623779
ATP5PB	SCO1	0.664031397884007	0.000116718566902835	0.000264174407651968
ATP5PB	SCO2	0.593758792082484	0.00281739387577038	0.00449732432231256
ATP5PB	SDHA	0.94057410857107	1.04631408858163e-13	4.65819032236542e-12
ATP5PB	SDHB	0.940902921528567	9.75332758479169e-14	4.45004840716149e-12
ATP5PB	SDHAF2	0.835791013649837	0.000104150567146436	0.000239379620514163
ATP5PB	SURF1	0.663155288549004	0.000120050996142444	0.000270890539699017
ATP5PB	TIMMDC1	0.56177610130384	0.0123100281133099	0.0167137069717767
ATP5PB	UQCRFS1	0.893539874810185	1.56072084820387e-10	1.87578380344423e-09
ATP5PB	UQCC1	0.612377649665463	0.000532912063507827	0.0010248485990224
ATP5PB	UQCC2	0.7029370649173	3.02870758551596e-05	7.96444546409749e-05
ATP5PB	UQCC3	0.252058554719827	0.682500536520455	0.696422734033707
ATP5PD	ATP5ME	0.942568579573127	6.79007348239095e-14	3.39992321261893e-12
ATP5PD	ATP5MG	0.942070318975092	7.57544638822909e-14	3.70614146377977e-12
ATP5PD	ATP5F1A	0.967621458433098	4.55101526058382e-17	1.06637473369048e-14
ATP5PD	ATP5F1B	0.963196491203062	2.34667115123106e-16	3.73120713045739e-14
ATP5PD	ATP5F1D	0.951502078509834	7.9333920304658e-15	5.88657688660562e-13
ATP5PD	ATPAF1	0.873005785093649	1.37005786798943e-09	1.15746221150904e-08
ATP5PD	ATPAF2	0.848859440930997	1.14107128571605e-08	7.50376567800274e-08
ATP5PD	ATP5F1C	0.975393724071192	1.34092251641257e-18	5.96978704306876e-16
ATP5PD	ATP5MF	0.967118383805073	5.54523242920052e-17	1.23436873874004e-14
ATP5PD	ATP5PO	0.948502756731882	1.70149477022929e-14	1.11397863486188e-12
ATP5PD	BCS1L	0.839033068420639	2.44022521130669e-08	1.46413512678401e-07
ATP5PD	SDHC	0.619075224666678	0.101713347925362	0.11746506484143
ATP5PD	NDUFAF1	0.427179541149486	0.0420469703284502	0.0513561349526091
ATP5PD	COA3	0.711524278162612	2.18486287522073e-05	5.93472209913526e-05
ATP5PD	COA5	0.774574334013685	0.00114272234614463	0.00201880947818885
ATP5PD	COA6	0.841277644263451	0.000312712551575427	0.000634112338169412
ATP5PD	COA7	0.607126487254644	0.00212549127441824	0.00351380882053843
ATP5PD	MT-CO1	0.486739579063693	0.00862334661026523	0.0122031592844567
ATP5PD	COX11	0.672848018454035	8.74734828169561e-05	0.000204211822496638
ATP5PD	COX17	0.293632064044679	0.308237378814414	0.332430428895778
ATP5PD	COX19	0.855811313980342	0.00324557277507662	0.00511117438791691
ATP5PD	MT-CO2	0.922664310999747	2.89899913642061e-12	6.72205424757529e-11
ATP5PD	COX20	0.604764738922158	0.0219541128028597	0.0281995701668585
ATP5PD	COX4I1	0.876411285125926	9.81720423962005e-10	8.72379107281207e-09
ATP5PD	COX6C	0.781471781387537	9.15535538218084e-07	3.51073575895513e-06
ATP5PD	COX7C	0.799165914053406	3.40451269066775e-07	1.47727977571665e-06
ATP5PD	COX7A2L	0.858178617878065	5.27332856400624e-09	3.82359263305469e-08
ATP5PD	COX6B1	0.548008126886475	0.00253707461537813	0.00409560282481867
ATP5PD	COX7A1	0.759959033980577	2.71644745263502e-06	9.28849774126813e-06
ATP5PD	CYC1	0.945473014984042	3.51627975330194e-14	1.98157942553168e-12
ATP5PD	ECSIT	0.571116634204459	0.00150262603528001	0.00258289232010294
ATP5PD	FOXRED1	0.649717952932779	0.000792695201446684	0.0014619217219721
ATP5PD	NDUFA2	0.828199586661112	5.33227829373599e-08	2.94167322970417e-07
ATP5PD	NDUFA3	0.879884980036903	6.91678697494447e-10	6.51026122884837e-09
ATP5PD	NDUFA5	0.900524264614802	6.72839557385862e-11	9.44323969844993e-10
ATP5PD	NDUFA6	0.825493452901157	6.42791963412378e-08	3.46453973500231e-07
ATP5PD	NDUFA7	0.795108321958797	4.30745069272697e-07	1.80912929094533e-06
ATP5PD	NDUFA8	0.560908733988036	0.00190264408902585	0.00318922119139423
ATP5PD	NDUFA9	0.897099019393446	1.0241694401561e-10	1.31780414669796e-09
ATP5PD	NDUFA10	0.858771998366662	5.01121558042614e-09	3.65137999411738e-08
ATP5PD	NDUFA11	0.7598062987178	2.73640368625234e-06	9.34263097840883e-06
ATP5PD	NDUFA12	0.671679648655752	9.0931289580217e-05	0.000211287109191611
ATP5PD	NDUFA13	0.803608349623366	2.61534789579596e-07	1.17730321861311e-06
ATP5PD	NDUFB1	0.608119169033344	0.00208044785365899	0.0034457417576227
ATP5PD	NDUFB3	0.835205710905225	3.23694461653507e-08	1.88377482781884e-07
ATP5PD	NDUFB4	0.663473374073914	0.000118831488404543	0.000268683487240744
ATP5PD	NDUFB5	0.895693924202672	1.21166457201702e-10	1.52382222446886e-09
ATP5PD	NDUFB6	0.881582575213637	5.80597069099834e-10	5.65605722457869e-09
ATP5PD	NDUFB7	0.668772034739759	0.000100068283819903	0.000230831087858139
ATP5PD	NDUFB8	0.680655659186002	6.7211194339774e-05	0.000162357155290653
ATP5PD	NDUFB9	0.780983823344998	9.39644713199476e-07	3.58159097873636e-06
ATP5PD	NDUFB10	0.914777165105345	9.7892734324716e-12	1.99003859914902e-10
ATP5PD	NDUFB11	0.718748337755291	1.645000469537e-05	4.60310627930781e-05
ATP5PD	NDUFC2	0.873043871439038	1.36503248160825e-09	1.15746221150904e-08
ATP5PD	NDUFAF3	0.202215731378571	0.302095390433105	0.326359786024796
ATP5PD	NDUFAF4	0.750641581080042	4.20525889869566e-06	1.36755387998489e-05
ATP5PD	NDUFAF5	0.645240776234089	0.000885391517016772	0.0016121730199422
ATP5PD	NDUFAF6	0.82444695540102	6.90377122560375e-08	3.66773144348304e-07
ATP5PD	NDUFAF7	0.761029205589526	2.58025632781434e-06	8.91179299567839e-06
ATP5PD	NDUFS1	0.883154216370915	4.92549214742532e-10	4.84068234886038e-09
