prot1	prot2	r	p	padj
NDUFAB1	ATP5F1C	0.656077901793161	6.14341166162573e-05	0.000184586203852939
NDUFAB1	ATP5MF	0.69384517167311	1.50149215171102e-05	5.31476848723839e-05
NDUFAB1	ATP5PO	0.681080432040499	2.47304269593487e-05	8.32024416252441e-05
NDUFAB1	BCS1L	0.412302798351807	0.0211737482209439	0.033224026853408
NDUFAB1	SDHC	0.756952518480637	0.00699259660131646	0.012223617407524
NDUFAB1	NDUFAF1	0.719708050232634	3.40806139550437e-05	0.000110969209387238
NDUFAB1	COA1	-0.602462555852474	0.282251542704736	0.333456792730848
NDUFAB1	COA3	0.0801508073817922	0.668205029574303	0.708848588818976
NDUFAB1	COA5	0.637620092508033	0.0105523487854242	0.0176661609677275
NDUFAB1	COA6	0.272276263484031	0.307633007447789	0.359523863903039
NDUFAB1	COA7	0.285308483221374	0.15771171694193	0.199584024331294
NDUFAB1	MT-CO1	0.66867820074675	3.92521188903027e-05	0.000124948003628432
NDUFAB1	COX11	0.7315154721265	2.93645726336913e-06	1.24922929559404e-05
NDUFAB1	COX17	0.0181858194764729	0.94870941074363	0.957544398604214
NDUFAB1	COX19	0.700717324446249	0.0163133135453034	0.0261656812044472
NDUFAB1	MT-CO2	0.73171586042097	2.90900447770948e-06	1.23986782607992e-05
NDUFAB1	COX20	-0.180464980411782	0.519821640759099	0.571690772828079
NDUFAB1	COX4I1	0.5148963882219	0.00303784230345908	0.00577862856888664
NDUFAB1	COX6C	0.314148258022655	0.0852319615478696	0.115331714912575
NDUFAB1	COX7C	0.56118478027509	0.00102203716106161	0.00220488775220495
NDUFAB1	COX7A2L	0.553860972642849	0.00122711294395552	0.00259082473139403
NDUFAB1	COX6B1	0.587480934687522	0.000511286066521077	0.0012126510213633
NDUFAB1	COX7A1	0.769987505256157	4.09552847282145e-07	2.2273411718379e-06
NDUFAB1	CYC1	0.664645812707433	4.54055392246383e-05	0.000141082603788774
NDUFAB1	ECSIT	0.472092245176155	0.00733110818527933	0.0127322413046133
NDUFAB1	FOXRED1	0.536076561819495	0.00475991254299635	0.0086842171926731
NDUFAB1	NDUFA2	0.485702384354911	0.00560669205665109	0.0100399930141132
NDUFAB1	NDUFA3	0.369966830526196	0.0405041322130642	0.0596103491218455
NDUFAB1	NDUFA5	0.497405220643395	0.00441343446321805	0.00814017571984139
NDUFAB1	NDUFA6	0.61726667542454	0.000216460210755755	0.000562080364723444
NDUFAB1	NDUFA7	0.407549729846652	0.02286344949349	0.0355445430650159
NDUFAB1	NDUFA8	0.142473914902314	0.444524263389562	0.49844963334703
NDUFAB1	NDUFA9	0.614217547348363	0.000237310218032174	0.000608583725342229
NDUFAB1	NDUFA10	0.602011214900788	0.000339754467037036	0.000835528003215877
NDUFAB1	NDUFA11	0.612631380684884	0.000248845893139022	0.00063566021636859
NDUFAB1	NDUFA12	0.405622528143652	0.0235794378645002	0.0365328799044264
NDUFAB1	NDUFA13	0.407238220515799	0.022977953529487	0.0357103600089535
NDUFAB1	NDUFB1	0.450473704965726	0.0209212124653369	0.0328504170894148
NDUFAB1	NDUFB3	0.746356744951202	1.43112018006294e-06	6.69198729571938e-06
NDUFAB1	NDUFB4	0.114015219804144	0.541385183329103	0.591263280833512
NDUFAB1	NDUFB5	0.639920809335357	0.000105975461937844	0.000297777964654979
NDUFAB1	NDUFB6	0.458334897221399	0.00951245444255282	0.0161028979629976
NDUFAB1	NDUFB7	-0.132260737862721	0.478162991996262	0.530101787522402
NDUFAB1	NDUFB8	0.171194804350746	0.357141434978746	0.411155238245638
NDUFAB1	NDUFB9	0.318255413673618	0.0810117518992789	0.110145010348124
NDUFAB1	NDUFB10	0.529887835773876	0.00217072658149571	0.0042720049282181
NDUFAB1	NDUFB11	0.53869880212688	0.00176877108773722	0.00356860632930608
NDUFAB1	NDUFC2	0.322711729148681	0.0766164678415645	0.105174355131122
NDUFAB1	NDUFAF3	-0.132097711482903	0.478710403962646	0.530505222534975
NDUFAB1	NDUFAF4	0.691732371834656	1.63358668232564e-05	5.73772112495858e-05
NDUFAB1	NDUFAF5	0.491680996842968	0.0107384107534963	0.0179519654539964
NDUFAB1	NDUFAF6	0.736359478844107	2.33454638986859e-06	1.01985174344355e-05
NDUFAB1	NDUFAF7	0.395794284418165	0.0275230509673405	0.0419433973898005
NDUFAB1	NDUFS1	0.601424189544076	0.00034554269261124	0.000847930100682676
NDUFAB1	NDUFS2	0.604162732716053	0.000319266636529629	0.000791990043314916
NDUFAB1	NDUFS3	0.551231662378134	0.00130905126865017	0.00272963874250828
NDUFAB1	NDUFS4	0.546764129534028	0.00145926065089043	0.00301249636410578
NDUFAB1	NDUFS5	0.498463941176261	0.00431714026921071	0.0079949644041689
NDUFAB1	NDUFS6	0.364335968607171	0.0439011237864926	0.0640300914694375
NDUFAB1	NDUFS7	0.408790091473224	0.0224121641977394	0.0348906195034575
NDUFAB1	NDUFS8	0.383628040096059	0.0331342849285207	0.0496468943366117
NDUFAB1	NDUFV1	0.5828728670081	0.000579725015446203	0.00135746310201189
NDUFAB1	NDUFV2	0.450671749023783	0.0109490828058598	0.0182698771745872
NDUFAB1	NDUFV3	-0.00221258304793595	0.992405509430728	0.992841731632676
NDUFAB1	MT-ND1	0.818797962370798	1.80888488969602e-08	1.48094316868638e-07
NDUFAB1	MT-ND4	0.56571033503238	0.00259514421607327	0.00501404773835549
NDUFAB1	MT-ND5	0.712599454359609	6.87897999669479e-06	2.65140702328151e-05
NDUFAB1	NUBPL	0.0704004153275957	0.70666964141929	0.743587657822609
NDUFAB1	UQCRC1	0.591831726549896	0.00045331288010199	0.00108890777320541
NDUFAB1	UQCRC2	0.566257436522862	0.000898216049016603	0.00197139800150606
NDUFAB1	UQCRH	0.425448644497624	0.0170289144251689	0.0272175626626997
NDUFAB1	UQCRB	0.618888103478688	0.000206049472883996	0.000538116580933993
NDUFAB1	UQCRQ	0.179433394108382	0.334115587060474	0.387291609956526
NDUFAB1	UQCR10	0.582176905863301	0.000590733575273125	0.00138110900598011
NDUFAB1	SCO1	0.170193037937979	0.360004281637812	0.413927630718697
NDUFAB1	SCO2	0.0761875989934096	0.711446230217101	0.747749535891998
NDUFAB1	SDHA	0.235024430987493	0.2031236633201	0.248754080019665
NDUFAB1	SDHB	0.439308785005193	0.0134124476437294	0.0219537798181432
NDUFAB1	SDHAF2	0.609743792535675	0.0158041297788832	0.0254836694132045
NDUFAB1	SURF1	0.190508239100296	0.304629480214082	0.356902154808242
NDUFAB1	TIMMDC1	0.591180294247693	0.00604840796249544	0.0107716561210013
NDUFAB1	UQCRFS1	0.546498452786582	0.0014686485285577	0.00302603100749665
NDUFAB1	UQCC1	0.71515605964824	6.15554921203643e-06	2.41136488925902e-05
NDUFAB1	UQCC2	0.522955536635959	0.00254050999507688	0.00492102191386807
NDUFAB1	UQCC3	-0.775333603241906	0.123434057503072	0.160580688697909
ATP5PB	ATP5PD	0.802751649106903	5.54303402858204e-08	3.88197973089288e-07
ATP5PB	ATP5ME	0.880702281914235	6.41220453324411e-11	1.22390423409027e-09
ATP5PB	ATP5MG	0.660871642839398	5.19344737602488e-05	0.000159303048892623
ATP5PB	ATP5F1A	0.859837674996639	5.77175467760362e-10	7.81935336084871e-09
ATP5PB	ATP5F1B	0.917240431150959	4.06521462617259e-13	1.79658805614928e-11
ATP5PB	ATP5F1D	0.938388746755258	6.466918257333e-15	6.1327941473708e-13
ATP5PB	ATPAF1	0.477647896070664	0.00657943288561857	0.0115859104430699
ATP5PB	ATPAF2	0.602610300273	0.00033393596446949	0.000823889707460769
ATP5PB	ATP5F1C	0.870452153754477	1.97851303807695e-10	3.18239977007996e-09
ATP5PB	ATP5MF	0.46428793898601	0.00850934376568622	0.0145782961315031
ATP5PB	ATP5PO	0.655111803035887	6.35270318841801e-05	0.000190497397323312
ATP5PB	BCS1L	0.284639116459087	0.120667083450562	0.157250662429705
ATP5PB	SDHC	0.528315203113079	0.0947911570508773	0.126796751952863
ATP5PB	NDUFAF1	0.37532245115439	0.0588391995421847	0.0831530693312713
ATP5PB	COA1	-0.281045076220288	0.646930459979489	0.68945689023397
ATP5PB	COA3	0.472194832174045	0.00731659444880085	0.0127236442809956
ATP5PB	COA5	0.434710513932078	0.105385862083186	0.139655442271518
ATP5PB	COA6	0.526899911957798	0.0359872738274605	0.0534990432601568
ATP5PB	COA7	0.0649021382730872	0.752766472816382	0.784656053185292
ATP5PB	MT-CO1	0.552637629069553	0.00126466134063176	0.00265103301915388
ATP5PB	COX11	0.432484708132242	0.0151032035987524	0.0244748247709224
ATP5PB	COX17	0.71741815091347	0.002604317185527	0.00502963590518409
ATP5PB	COX19	-0.227152187590109	0.501768788728485	0.553978056340544
ATP5PB	MT-CO2	0.606097187362915	0.000301787804567094	0.000752733198021596
ATP5PB	COX20	0.655918141297182	0.00792570051632498	0.0136503173478287
ATP5PB	COX4I1	0.82964471801957	7.96046594856881e-09	7.3204123228051e-08
ATP5PB	COX6C	0.647182098192864	8.32676960507406e-05	0.000240809753763006
ATP5PB	COX7C	0.281609329420903	0.124844751842945	0.162137891694461
ATP5PB	COX7A2L	0.404660153178532	0.0239438128942185	0.0370213193706201
ATP5PB	COX6B1	0.672826212221126	3.37134637405716e-05	0.000110088728082555
ATP5PB	COX7A1	0.369006284569723	0.0410681843441978	0.0602845453514313
ATP5PB	CYC1	0.871865711131681	1.70356458111629e-10	2.80964709175411e-09
ATP5PB	ECSIT	0.651695830368348	7.14488013765539e-05	0.000210917603025988
ATP5PB	FOXRED1	0.343347292949047	0.0859277286957096	0.116169593413386
ATP5PB	NDUFA2	0.78047479831446	2.24047344814444e-07	1.31087855217911e-06
ATP5PB	NDUFA3	0.790088682717493	1.25152896404017e-07	7.91052075612608e-07
ATP5PB	NDUFA5	0.851786048519043	1.2287648938528e-09	1.45281501216051e-08
ATP5PB	NDUFA6	0.6373423820969	0.000115279361452149	0.00032114544267453
ATP5PB	NDUFA7	0.827458887381292	9.43500082927923e-09	8.4710303303509e-08
ATP5PB	NDUFA8	0.622577381858101	0.000184001827015082	0.000485451450375941
ATP5PB	NDUFA9	0.669561519255676	3.80085708806027e-05	0.000121363774391408
ATP5PB	NDUFA10	0.720711350101397	4.81517507893923e-06	1.9328639293943e-05
ATP5PB	NDUFA11	0.558622744946346	0.0010900738830775	0.00233287085837742
ATP5PB	NDUFA12	0.814396172044844	2.4855801526117e-08	1.92748907234897e-07
ATP5PB	NDUFA13	0.739185972541409	2.0374157865124e-06	9.08331683677484e-06
ATP5PB	NDUFB1	0.493298716502749	0.0104437304906845	0.0175036307782017
ATP5PB	NDUFB3	0.567896311334155	0.000861128568601689	0.00191026181494878
ATP5PB	NDUFB4	0.666677550059412	4.22046792649125e-05	0.00013231108816383
ATP5PB	NDUFB5	0.837968203052652	4.07484760566237e-09	4.10369608428653e-08
ATP5PB	NDUFB6	0.857128466034921	7.48072262249233e-10	9.56523858920929e-09
ATP5PB	NDUFB7	0.621911450147465	0.00018781905193564	0.000495050564221791
ATP5PB	NDUFB8	0.746845384717007	1.39649655316317e-06	6.58741172020596e-06
ATP5PB	NDUFB9	0.729865150394072	3.17164057266106e-06	1.33283034529105e-05
ATP5PB	NDUFB10	0.7667482287789	4.90331465762486e-07	2.60746358896126e-06
ATP5PB	NDUFB11	0.68769208439615	1.91570605285594e-05	6.63140224532338e-05
ATP5PB	NDUFC2	0.820063324676149	1.64835568729259e-08	1.37423353270254e-07
ATP5PB	NDUFAF3	0.533367686093325	0.00200339477690356	0.00399625461194785
ATP5PB	NDUFAF4	0.511042937018987	0.0033039380658833	0.00625084209305934
ATP5PB	NDUFAF5	0.112780568007263	0.583319179255946	0.630106526808986
ATP5PB	NDUFAF6	0.496910306736184	0.00445907675592084	0.00820773044599744
ATP5PB	NDUFAF7	0.662897568827628	4.83322235803761e-05	0.000149259349890008
ATP5PB	NDUFS1	0.735637725619549	2.41646848214475e-06	1.04959585216822e-05
ATP5PB	NDUFS2	0.675983632511317	2.99794749018069e-05	9.90323437975508e-05
ATP5PB	NDUFS3	0.737168238195576	2.24574900944853e-06	9.86742228861941e-06
ATP5PB	NDUFS4	0.845814620737341	2.0924749177162e-09	2.35183847541831e-08
ATP5PB	NDUFS5	0.683659286175986	2.2403235881939e-05	7.60473748952918e-05
ATP5PB	NDUFS6	0.751512957156363	1.10211552299474e-06	5.33705304326815e-06
ATP5PB	NDUFS7	0.598834960112289	0.000372127788338419	0.000909246211764081
ATP5PB	NDUFS8	0.755643141728918	8.89966965814913e-07	4.40340176998857e-06
ATP5PB	NDUFV1	0.672331897620531	3.43344194343314e-05	0.000111715709267388
ATP5PB	NDUFV2	0.639302301376958	0.000108143944880854	0.000303122682941901
ATP5PB	NDUFV3	0.221918311610184	0.333637054069395	0.386933979649398
ATP5PB	MT-ND1	0.554787348898492	0.00119933125121973	0.00253687539756144
ATP5PB	MT-ND4	0.522198530607414	0.00620974842440958	0.0110287845602467
ATP5PB	MT-ND5	0.603033805300907	0.000329876140841459	0.000814756480255193
ATP5PB	NUBPL	0.493070748567076	0.0048271273488787	0.00877169009664505
ATP5PB	UQCRC1	0.845036329401372	2.23911978245791e-09	2.47992049872224e-08
ATP5PB	UQCRC2	0.868392357463913	2.45292156581697e-10	3.78498270088097e-09
ATP5PB	UQCRH	0.279311881468338	0.128083114718776	0.16568182387038
ATP5PB	UQCRB	0.911316558097496	1.06549552327877e-12	3.91139969513303e-11
ATP5PB	UQCRQ	0.825740549238066	1.0765772524745e-08	9.51568864711442e-08
ATP5PB	UQCR10	0.555292926746923	0.00118440232083307	0.00250762761136378
ATP5PB	SCO1	0.5706902084612	0.000800993711369923	0.0017890693690657
ATP5PB	SCO2	0.585579580199046	0.00167287030469012	0.00339194014563449
ATP5PB	SDHA	0.889657586666682	2.19520776442843e-11	5.20447174149907e-10
ATP5PB	SDHB	0.649113791252051	7.80111842196448e-05	0.000227447378054326
ATP5PB	SDHAF2	0.0940738386125421	0.738773173028725	0.772014573835344
ATP5PB	SURF1	0.505892267788691	0.00369082517558122	0.00690531697461805
ATP5PB	TIMMDC1	0.598095240861842	0.00534449076195312	0.00961966071506943
ATP5PB	UQCRFS1	0.858156513930078	6.78382809291181e-10	8.89913126194079e-09
ATP5PB	UQCC1	0.221004424956224	0.232174086695003	0.280036153321583
ATP5PB	UQCC2	0.329668792244925	0.0701255482918418	0.0969069507663825
ATP5PB	UQCC3	-0.0427360399034156	0.945603351652884	0.955256648185514
ATP5PD	ATP5ME	0.892025541919285	1.62812185767984e-11	4.02783190008621e-10
ATP5PD	ATP5MG	0.906616251701322	2.18443461579506e-12	6.85761818696491e-11
ATP5PD	ATP5F1A	0.962613902759174	5.40561920253982e-18	1.64042524066408e-15
ATP5PD	ATP5F1B	0.911397761810906	1.05199724220843e-12	3.90733285498559e-11
ATP5PD	ATP5F1D	0.714158498635274	6.42920584925778e-06	2.50134572870268e-05
ATP5PD	ATPAF1	0.789504135052646	1.29773775135388e-07	8.14800309539705e-07
ATP5PD	ATPAF2	0.834836937251175	5.26492854647845e-09	5.1209305007628e-08
ATP5PD	ATP5F1C	0.939891895510861	4.56448593643999e-15	4.60408038280093e-13
ATP5PD	ATP5MF	0.82643384002983	1.0209398601347e-08	9.11238871241795e-08
ATP5PD	ATP5PO	0.864897092609689	3.50398452853867e-10	5.12866159932734e-09
ATP5PD	BCS1L	0.596045585617336	0.000402777098494389	0.000978879526079263
ATP5PD	SDHC	0.760572370623346	0.00657330335495062	0.011579596312591
ATP5PD	NDUFAF1	0.575965371176508	0.00207601113851978	0.00411048399414617
ATP5PD	COA1	-0.203689052945308	0.742459709484885	0.774977435811785
ATP5PD	COA3	0.565933091461576	0.000905719717502275	0.00198499574100643
ATP5PD	COA5	0.526951880607885	0.0435561401191282	0.0635676658615811
ATP5PD	COA6	0.321207070399612	0.225099932661366	0.272587095896392
ATP5PD	COA7	0.483864371942295	0.012261418708462	0.0202297854153385
ATP5PD	MT-CO1	0.873840119637421	1.37817740746487e-10	2.3673447391623e-09
ATP5PD	COX11	0.509929801043927	0.00338444848710231	0.00638988366374522
ATP5PD	COX17	0.641371738887595	0.00996522769730871	0.0167695809531051
ATP5PD	COX19	0.75834028190893	0.00682960162604099	0.0119800950295717
ATP5PD	MT-CO2	0.867541764699125	2.67778605893368e-10	4.09036313431749e-09
ATP5PD	COX20	0.561195824972508	0.0295064186987847	0.0446371611554895
ATP5PD	COX4I1	0.865003708717285	3.46658309624938e-10	5.09028588842812e-09
ATP5PD	COX6C	0.719050465005685	5.18514171585605e-06	2.06550551227566e-05
ATP5PD	COX7C	0.637301320554198	0.000115433240579954	0.000321377437993854
ATP5PD	COX7A2L	0.621225888061108	0.000191822193901142	0.0005044336375725
ATP5PD	COX6B1	0.812968216423865	2.750589972009e-08	2.1078595206372e-07
ATP5PD	COX7A1	0.687348230952461	1.94163171061328e-05	6.70076387165402e-05
ATP5PD	CYC1	0.917745467157753	3.73228108951714e-13	1.66562191367471e-11
ATP5PD	ECSIT	0.581258063219325	0.000605549400045685	0.00140851347419926
ATP5PD	FOXRED1	0.399249157966615	0.0433244051275028	0.0633085069245414
ATP5PD	NDUFA2	0.887098482271398	3.00936719606062e-11	6.71501935120977e-10
ATP5PD	NDUFA3	0.786151917207598	1.59421488755e-07	9.72770263824075e-07
ATP5PD	NDUFA5	0.809642696689657	3.47109886654845e-08	2.57336189585155e-07
ATP5PD	NDUFA6	0.886154210256566	3.37441655528531e-11	7.42045611577717e-10
ATP5PD	NDUFA7	0.831181231182307	7.05400759122031e-09	6.62058609386286e-08
ATP5PD	NDUFA8	0.647085520370897	8.35386209932067e-05	0.000241286676878856
ATP5PD	NDUFA9	0.919891469739019	2.57989900564037e-13	1.22330211184114e-11
ATP5PD	NDUFA10	0.902697798831963	3.86336693867129e-12	1.12013033788737e-10
ATP5PD	NDUFA11	0.819828690326438	1.67709779481772e-08	1.39055540291626e-07
ATP5PD	NDUFA12	0.834059903455242	5.60597595672085e-09	5.39003545510875e-08
ATP5PD	NDUFA13	0.844186910825246	2.40990878026895e-09	2.64335054645404e-08
ATP5PD	NDUFB1	0.630166932600744	0.000559891776339445	0.00131421284654306
ATP5PD	NDUFB3	0.819620065769148	1.70303898384879e-08	1.40439011856516e-07
ATP5PD	NDUFB4	0.624159128182412	0.000175210162670251	0.000464235541603599
ATP5PD	NDUFB5	0.856751048417548	7.75268718639747e-10	9.83014820960481e-09
ATP5PD	NDUFB6	0.658917852066303	5.56344748501474e-05	0.000169510126852658
ATP5PD	NDUFB7	0.179474406155361	0.334003284220054	0.387260048336649
ATP5PD	NDUFB8	0.609998959461552	0.000269091493887283	0.000679370205310545
ATP5PD	NDUFB9	0.644134938120238	9.22049811098786e-05	0.000262651485614623
ATP5PD	NDUFB10	0.847485823956932	1.80695237001632e-09	2.05631179707857e-08
ATP5PD	NDUFB11	0.796737235215249	8.2188156531439e-08	5.49369292997225e-07
ATP5PD	NDUFC2	0.543323406960217	0.00158498364373428	0.00323777469494695
ATP5PD	NDUFAF3	0.161962296311548	0.384039139741496	0.438461541034184
ATP5PD	NDUFAF4	0.787015175148232	1.51246901326867e-07	9.32894166449727e-07
ATP5PD	NDUFAF5	0.566765820702057	0.00253704340833695	0.00491639914633878
ATP5PD	NDUFAF6	0.793143292666512	1.03359368861385e-07	6.69871809961661e-07
ATP5PD	NDUFAF7	0.72660604968773	3.68690939931991e-06	1.5243243947052e-05
ATP5PD	NDUFS1	0.908713966202034	1.5931812867637e-12	5.45275279499877e-11
ATP5PD	NDUFS2	0.904524772006404	2.9705395851413e-12	8.89598433655473e-11
ATP5PD	NDUFS3	0.875670777130158	1.12868304673119e-10	1.98369313850208e-09
