prot1	prot2	r
ATP5F1A	COX6C	0.847144033221024
ATP5F1A	COX7C	0.796281637064675
ATP5F1A	COX7A2L	0.910219838411906
ATP5F1A	COX6B1	0.403841448128417
ATP5F1A	COX7A1	0.672896353283108
ATP5F1A	CYC1	0.933820180721218
ATP5F1A	ECSIT	0.623578108155411
ATP5F1A	FOXRED1	0.654663860739344
ATP5F1A	NDUFA2	0.855662123122213
ATP5F1A	NDUFA3	0.883860424746425
ATP5F1A	NDUFA5	0.891943021264212
ATP5F1A	NDUFA6	0.8371417130013
ATP5F1A	NDUFA7	0.851423330929594
ATP5F1A	NDUFA8	0.638108424407341
ATP5F1A	NDUFA9	0.905580136307401
ATP5F1A	NDUFA10	0.850563953889923
ATP5F1A	NDUFA11	0.715781604610021
ATP5F1A	NDUFA12	0.752375359962007
ATP5F1A	NDUFA13	0.855335887885455
ATP5F1A	NDUFB1	0.684648153049953
ATP5F1A	NDUFB3	0.791412515111537
ATP5F1A	NDUFB4	0.753858109843156
ATP5F1A	NDUFB5	0.89645730394493
ATP5F1A	NDUFB6	0.870527493319529
ATP5F1A	NDUFB7	0.746891003304903
ATP5F1A	NDUFB8	0.677748239435498
ATP5F1A	NDUFB9	0.821766848645051
ATP5F1A	NDUFB10	0.905519518269811
ATP5F1A	NDUFB11	0.640923233238561
ATP5F1A	NDUFC2	0.849701323889129
ATP5F1A	NDUFAF4	0.788672385839316
ATP5F1A	NDUFAF5	0.704212119088692
ATP5F1A	NDUFAF6	0.788269700500448
ATP5F1A	NDUFAF7	0.80562613586353
ATP5F1A	NDUFS1	0.895382488112273
ATP5F1A	NDUFS2	0.899290055543621
ATP5F1A	NDUFS3	0.924865053835926
ATP5F1A	NDUFS4	0.899764887711014
ATP5F1A	NDUFS5	0.807353711731472
ATP5F1A	NDUFS6	0.872189968197039
ATP5F1A	NDUFS7	0.811071638667847
ATP5F1A	NDUFS8	0.820393893241438
ATP5F1A	NDUFV1	0.873846878132283
ATP5F1A	NDUFV2	0.793370248481949
ATP5F1A	MT-ND1	0.589758871601893
ATP5F1A	MT-ND4	0.469231400931794
ATP5F1A	MT-ND5	0.506451687418889
ATP5F1A	NUBPL	0.704072991802209
ATP5F1A	UQCRC1	0.970712326894292
ATP5F1A	UQCRC2	0.978721319440115
ATP5F1A	UQCRH	0.473053860509164
ATP5F1A	UQCRB	0.927455141112819
ATP5F1A	UQCRQ	0.876201368534226
ATP5F1A	UQCR10	0.678102882120597
ATP5F1A	SCO1	0.65579478254678
ATP5F1A	SCO2	0.660256992651565
ATP5F1A	SDHA	0.907033539279804
ATP5F1A	SDHB	0.955253451208677
ATP5F1A	SDHAF2	0.84640867766944
ATP5F1A	SURF1	0.632061252268227
ATP5F1A	TIMMDC1	0.580373607524806
ATP5F1A	UQCRFS1	0.898647238930886
ATP5F1A	UQCC1	0.692787837753671
ATP5F1A	UQCC2	0.735647991451113
ATP5F1B	ATP5F1D	0.970915959525954
