prot1	prot2	r
ATP5F1D	NDUFS3	0.677001777895587
ATP5F1D	NDUFS4	0.81502751075478
ATP5F1D	NDUFS5	0.577187617012335
ATP5F1D	NDUFS6	0.814589322721749
ATP5F1D	NDUFS7	0.524674328902501
ATP5F1D	NDUFS8	0.69638468218045
ATP5F1D	NDUFV1	0.559058564714152
ATP5F1D	NDUFV2	0.540115545715605
ATP5F1D	MT-ND1	0.52925698005511
ATP5F1D	MT-ND4	0.452520155607494
ATP5F1D	MT-ND5	0.567873841100902
ATP5F1D	NUBPL	0.489224476163779
ATP5F1D	UQCRC1	0.749650316405689
ATP5F1D	UQCRC2	0.75604370904798
ATP5F1D	UQCRB	0.85803625710103
ATP5F1D	UQCRQ	0.807116382809953
ATP5F1D	UQCR10	0.458635279615561
ATP5F1D	SCO1	0.656813437973456
ATP5F1D	SCO2	0.604341771396845
ATP5F1D	SDHA	0.840858453213918
ATP5F1D	SDHB	0.48363319924179
ATP5F1D	SURF1	0.591511031294467
ATP5F1D	TIMMDC1	0.640038587832772
ATP5F1D	UQCRFS1	0.723196190557334
ATPAF1	ATPAF2	0.750393340967603
ATPAF1	ATP5F1C	0.765545764829695
ATPAF1	ATP5MF	0.914486770981593
ATPAF1	ATP5PO	0.895921221789708
ATPAF1	BCS1L	0.672012100746233
ATPAF1	SDHC	0.782229203906189
ATPAF1	NDUFAF1	0.72999795028181
ATPAF1	COA3	0.424964933797346
ATPAF1	COA7	0.614113928030722
ATPAF1	MT-CO1	0.840020260540065
ATPAF1	COX11	0.517654669965554
ATPAF1	COX19	0.845160625639688
ATPAF1	MT-CO2	0.855765461878751
ATPAF1	COX4I1	0.649945726712255
ATPAF1	COX6C	0.446973497230837
ATPAF1	COX7C	0.773246353833714
ATPAF1	COX7A2L	0.706153927534164
ATPAF1	COX6B1	0.530731213328374
ATPAF1	COX7A1	0.766283597403027
ATPAF1	CYC1	0.801655898733801
ATPAF1	ECSIT	0.573717479164115
ATPAF1	FOXRED1	0.580889299634865
ATPAF1	NDUFA2	0.615742301790681
ATPAF1	NDUFA3	0.423952648265882
ATPAF1	NDUFA5	0.478516117313651
ATPAF1	NDUFA6	0.810923443274771
ATPAF1	NDUFA7	0.494544357612801
ATPAF1	NDUFA9	0.76897574627081
ATPAF1	NDUFA10	0.744280592131309
ATPAF1	NDUFA11	0.698135021909974
ATPAF1	NDUFA12	0.543025466410786
ATPAF1	NDUFA13	0.567014368891644
ATPAF1	NDUFB1	0.516881538893659
ATPAF1	NDUFB3	0.792590785237779
ATPAF1	NDUFB5	0.626457222818329
ATPAF1	NDUFB10	0.617691075961181
ATPAF1	NDUFB11	0.453446707357415
ATPAF1	NDUFAF4	0.816731748994714
ATPAF1	NDUFAF5	0.838072905189195
ATPAF1	NDUFAF6	0.763178455334962
ATPAF1	NDUFAF7	0.593019248741985
ATPAF1	NDUFS1	0.691499678590354
ATPAF1	NDUFS2	0.777631473467529
ATPAF1	NDUFS3	0.639388971454987
ATPAF1	NDUFS4	0.580527610521147
ATPAF1	NDUFS5	0.658709985214975
ATPAF1	NDUFS8	0.47159348763551
ATPAF1	NDUFV1	0.747538682561906
ATPAF1	NDUFV2	0.625794641032771
ATPAF1	MT-ND1	0.743141370132872
ATPAF1	MT-ND4	0.544298465023046
ATPAF1	MT-ND5	0.649263366679632
ATPAF1	UQCRC1	0.74143232264443
ATPAF1	UQCRC2	0.723826528008972
ATPAF1	UQCRH	0.677911915203004
ATPAF1	UQCRB	0.684898573701421
ATPAF1	UQCR10	0.675402637705597
ATPAF1	SDHB	0.771015196809276
ATPAF1	TIMMDC1	0.527481700796108
ATPAF1	UQCRFS1	0.718077873080762
ATPAF1	UQCC1	0.801761455850477
ATPAF1	UQCC2	0.640762628294895
ATPAF2	ATP5F1C	0.778967326194136
ATPAF2	ATP5MF	0.845299027289792
ATPAF2	ATP5PO	0.832644558432196
ATPAF2	BCS1L	0.532218735456558
ATPAF2	SDHC	0.884754227955704
ATPAF2	NDUFAF1	0.597628752462545
ATPAF2	COA3	0.53593152937393
ATPAF2	MT-CO1	0.781191440396828
ATPAF2	COX11	0.479263757582628
ATPAF2	COX17	0.717087981987413
ATPAF2	MT-CO2	0.810510324327159
ATPAF2	COX20	0.763821472954888
ATPAF2	COX4I1	0.647088401326516
ATPAF2	COX6C	0.542442511736733
ATPAF2	COX7C	0.724098990239287
ATPAF2	COX7A2L	0.615181267020925
ATPAF2	COX6B1	0.667303009331728
ATPAF2	COX7A1	0.697338250656173
ATPAF2	CYC1	0.789765043055259
ATPAF2	ECSIT	0.498171148139365
ATPAF2	FOXRED1	0.61042038930229
ATPAF2	NDUFA2	0.717448345768163
ATPAF2	NDUFA3	0.618247835361485
ATPAF2	NDUFA5	0.646166399546641
ATPAF2	NDUFA6	0.789481272704186
ATPAF2	NDUFA7	0.667287421157665
ATPAF2	NDUFA8	0.435265821357928
ATPAF2	NDUFA9	0.807896051796835
ATPAF2	NDUFA10	0.7801875028083
ATPAF2	NDUFA11	0.706423990132137
ATPAF2	NDUFA12	0.663006145361172
ATPAF2	NDUFA13	0.711132604672402
ATPAF2	NDUFB1	0.567021845335596
ATPAF2	NDUFB3	0.767840511013192
ATPAF2	NDUFB4	0.479148403668318
ATPAF2	NDUFB5	0.670313407843705
ATPAF2	NDUFB6	0.452088129399356
ATPAF2	NDUFB10	0.68432327355728
ATPAF2	NDUFB11	0.617626847347272
ATPAF2	NDUFAF4	0.689956258610563
ATPAF2	NDUFAF5	0.753217068793082
ATPAF2	NDUFAF6	0.701541548850995
ATPAF2	NDUFAF7	0.763713371086891
ATPAF2	NDUFS1	0.781273756984459
ATPAF2	NDUFS2	0.823666601361331
ATPAF2	NDUFS3	0.738775947307472
ATPAF2	NDUFS4	0.726672325615408
ATPAF2	NDUFS5	0.761730999951211
ATPAF2	NDUFS7	0.498225469180361
ATPAF2	NDUFS8	0.615523004289265
ATPAF2	NDUFV1	0.810587903553787
ATPAF2	NDUFV2	0.739583442466425
ATPAF2	MT-ND1	0.686173176367117
ATPAF2	MT-ND4	0.673485634514024
ATPAF2	MT-ND5	0.6323943344135
ATPAF2	NUBPL	0.39768690809049
ATPAF2	UQCRC1	0.828607896615204
ATPAF2	UQCRC2	0.783381737598091
ATPAF2	UQCRH	0.77153939739244
ATPAF2	UQCRB	0.710465246716661
ATPAF2	UQCRQ	0.394044372592276
ATPAF2	UQCR10	0.66756889886604
ATPAF2	SDHA	0.516432710644545
ATPAF2	SDHB	0.761415186880129
ATPAF2	TIMMDC1	0.554687130772555
ATPAF2	UQCRFS1	0.803954467478642
ATPAF2	UQCC1	0.661491795645233
ATPAF2	UQCC2	0.517080380887867
ATP5F1C	ATP5MF	0.772008323080076
ATP5F1C	ATP5PO	0.887645922058884
ATP5F1C	BCS1L	0.547489357320495
ATP5F1C	SDHC	0.75723766690512
ATP5F1C	NDUFAF1	0.63785978432404
ATP5F1C	COA3	0.577023380049425
ATP5F1C	MT-CO1	0.829890796842749
ATP5F1C	COX11	0.581916641809938
ATP5F1C	COX17	0.55772542492132
ATP5F1C	MT-CO2	0.862756439878452
ATP5F1C	COX4I1	0.854519909967616
ATP5F1C	COX6C	0.69420738666257
ATP5F1C	COX7C	0.592045375444807
ATP5F1C	COX7A2L	0.583430804509917
ATP5F1C	COX6B1	0.699128034002678
ATP5F1C	COX7A1	0.65217359554248
ATP5F1C	CYC1	0.954220630126669
ATP5F1C	ECSIT	0.671150333614279
ATP5F1C	FOXRED1	0.528238392497096
ATP5F1C	NDUFA2	0.828486669780094
ATP5F1C	NDUFA3	0.746993009157065
ATP5F1C	NDUFA5	0.82693361260622
ATP5F1C	NDUFA6	0.834006722253957
ATP5F1C	NDUFA7	0.811690723294941
ATP5F1C	NDUFA8	0.565563224161086
ATP5F1C	NDUFA9	0.849552294132824
ATP5F1C	NDUFA10	0.871364829394822
ATP5F1C	NDUFA11	0.752383120682127
ATP5F1C	NDUFA12	0.79680330980629
ATP5F1C	NDUFA13	0.793711495707369
ATP5F1C	NDUFB1	0.585099769652462
ATP5F1C	NDUFB3	0.79557982895228
ATP5F1C	NDUFB4	0.558541325463917
ATP5F1C	NDUFB5	0.854997230201435
ATP5F1C	NDUFB6	0.732349381147285
ATP5F1C	NDUFB8	0.54272663285302
ATP5F1C	NDUFB9	0.631244290478386
ATP5F1C	NDUFB10	0.823069337131848
ATP5F1C	NDUFB11	0.684725358955494
ATP5F1C	NDUFC2	0.652248432578783
ATP5F1C	NDUFAF4	0.801119981127006
ATP5F1C	NDUFAF5	0.458476607855588
ATP5F1C	NDUFAF6	0.713381469545487
ATP5F1C	NDUFAF7	0.732919566027593
ATP5F1C	NDUFS1	0.86846382859559
ATP5F1C	NDUFS2	0.850714082073161
ATP5F1C	NDUFS3	0.824354917661972
ATP5F1C	NDUFS4	0.857136760336654
ATP5F1C	NDUFS5	0.818548251307157
ATP5F1C	NDUFS6	0.557995915993801
ATP5F1C	NDUFS7	0.552628409333204
ATP5F1C	NDUFS8	0.730546010012533
ATP5F1C	NDUFV1	0.826369907571792
ATP5F1C	NDUFV2	0.772013576405495
ATP5F1C	MT-ND1	0.738841335923374
ATP5F1C	MT-ND4	0.60713676373056
ATP5F1C	MT-ND5	0.735586695814995
ATP5F1C	NUBPL	0.481390476711999
ATP5F1C	UQCRC1	0.944826281478095
ATP5F1C	UQCRC2	0.918656682078554
ATP5F1C	UQCRH	0.532478511939364
ATP5F1C	UQCRB	0.936873994390854
ATP5F1C	UQCRQ	0.656681203465393
ATP5F1C	UQCR10	0.690773117159185
ATP5F1C	SDHA	0.704533564361183
ATP5F1C	SDHB	0.826058318752615
ATP5F1C	TIMMDC1	0.608319384472085
ATP5F1C	UQCRFS1	0.903296163702024
ATP5F1C	UQCC1	0.592185738166266
ATP5F1C	UQCC2	0.574352725614135
ATP5MF	ATP5PO	0.933914073512636
ATP5MF	BCS1L	0.722271805912954
ATP5MF	SDHC	0.701694856943577
ATP5MF	NDUFAF1	0.668292004337744
ATP5MF	COA3	0.451729033601911
ATP5MF	COA7	0.653797788926282
ATP5MF	MT-CO1	0.886019305366798
ATP5MF	COX11	0.487794473887486
ATP5MF	COX19	0.7715815997113
ATP5MF	MT-CO2	0.89177746174191
ATP5MF	COX4I1	0.652366528685975
ATP5MF	COX6C	0.50050554818525
ATP5MF	COX7C	0.778568388739082
ATP5MF	COX7A2L	0.674664206379325
ATP5MF	COX6B1	0.56656226319143
ATP5MF	COX7A1	0.761037903602284
ATP5MF	CYC1	0.794861945009706
ATP5MF	ECSIT	0.502926727634225
ATP5MF	FOXRED1	0.472145226715005
ATP5MF	NDUFA2	0.653567600675005
ATP5MF	NDUFA3	0.496977522326826
ATP5MF	NDUFA5	0.495229813776938
ATP5MF	NDUFA6	0.80080897401287
ATP5MF	NDUFA7	0.546484564867008
ATP5MF	NDUFA9	0.824222547953385
ATP5MF	NDUFA10	0.782953744434091
ATP5MF	NDUFA11	0.729086831813031
ATP5MF	NDUFA12	0.534081922515723
ATP5MF	NDUFA13	0.651431378556808
ATP5MF	NDUFB1	0.607758706745261
ATP5MF	NDUFB3	0.869006800139628
ATP5MF	NDUFB5	0.610296051048556
ATP5MF	NDUFB10	0.654214437076374
ATP5MF	NDUFB11	0.463394989811151
ATP5MF	NDUFAF4	0.82150634285819
ATP5MF	NDUFAF5	0.83588701054087
ATP5MF	NDUFAF6	0.854506411774774
ATP5MF	NDUFAF7	0.619196704324042
ATP5MF	NDUFS1	0.735699047885859
ATP5MF	NDUFS2	0.80471978668803
ATP5MF	NDUFS3	0.67264499501674
ATP5MF	NDUFS4	0.604190169694831
ATP5MF	NDUFS5	0.717198991151844
ATP5MF	NDUFS7	0.435326416974316
ATP5MF	NDUFS8	0.499923593769376
ATP5MF	NDUFV1	0.793782037193375
ATP5MF	NDUFV2	0.631877161134812
ATP5MF	MT-ND1	0.730207815878749
ATP5MF	MT-ND4	0.59434655874583
ATP5MF	MT-ND5	0.635113408564569
ATP5MF	UQCRC1	0.750216955066791
ATP5MF	UQCRC2	0.767290573783012
ATP5MF	UQCRH	0.803556826366333
ATP5MF	UQCRB	0.684681573413408
ATP5MF	UQCR10	0.696272516506114
ATP5MF	SDHB	0.787812587137729
ATP5MF	TIMMDC1	0.572188688847068
ATP5MF	UQCRFS1	0.724389215919478
ATP5MF	UQCC1	0.868919187536893
ATP5MF	UQCC2	0.654048605176889
ATP5PO	BCS1L	0.721007578473599
ATP5PO	SDHC	0.791567386132534
ATP5PO	NDUFAF1	0.704686593977947
ATP5PO	COA3	0.519099822890881
ATP5PO	COA7	0.583109426867475
ATP5PO	MT-CO1	0.841496525759079
ATP5PO	COX11	0.514149438432556
ATP5PO	COX19	0.736522752563674
ATP5PO	MT-CO2	0.923605729185795
ATP5PO	COX4I1	0.740105745562697
ATP5PO	COX6C	0.538779306630932
ATP5PO	COX7C	0.736556532847494
ATP5PO	COX7A2L	0.724940123873596
ATP5PO	COX6B1	0.550682932483574
ATP5PO	COX7A1	0.738017862185284
ATP5PO	CYC1	0.904842486121064
ATP5PO	ECSIT	0.655351141423805
ATP5PO	FOXRED1	0.616411045713035
ATP5PO	NDUFA2	0.681499066320983
ATP5PO	NDUFA3	0.564337627685374
ATP5PO	NDUFA5	0.596390747109927
ATP5PO	NDUFA6	0.792550019490783
ATP5PO	NDUFA7	0.621171846511638
ATP5PO	NDUFA9	0.790840253870888
ATP5PO	NDUFA10	0.800058958770268
ATP5PO	NDUFA11	0.674389291945824
ATP5PO	NDUFA12	0.610056955269832
ATP5PO	NDUFA13	0.669773018901074
ATP5PO	NDUFB1	0.570651918640126
ATP5PO	NDUFB3	0.829812776233696
ATP5PO	NDUFB5	0.690379170326842
ATP5PO	NDUFB6	0.46972830940886
ATP5PO	NDUFB10	0.682489361529275
ATP5PO	NDUFB11	0.486223273338596
ATP5PO	NDUFAF4	0.788024261130218
ATP5PO	NDUFAF5	0.733541429201705
ATP5PO	NDUFAF6	0.809016077767706
ATP5PO	NDUFAF7	0.673907373724277
ATP5PO	NDUFS1	0.748556088575742
ATP5PO	NDUFS2	0.796070763463574
ATP5PO	NDUFS3	0.6968225560225
ATP5PO	NDUFS4	0.680034795389618
ATP5PO	NDUFS5	0.730576605616108
ATP5PO	NDUFS7	0.494433394310477
ATP5PO	NDUFS8	0.521163204052762
ATP5PO	NDUFV1	0.767953341218856
ATP5PO	NDUFV2	0.633908022484528
ATP5PO	MT-ND1	0.702964891494934
ATP5PO	MT-ND4	0.678288542943465
ATP5PO	MT-ND5	0.686861436437964
ATP5PO	UQCRC1	0.832952761451455
ATP5PO	UQCRC2	0.851101642093637
ATP5PO	UQCRH	0.721477091879489
ATP5PO	UQCRB	0.78751724139701
ATP5PO	UQCR10	0.716965875019897
ATP5PO	SDHA	0.475567350551297
ATP5PO	SDHB	0.78238537058331
ATP5PO	SDHAF2	0.573989017648213
ATP5PO	TIMMDC1	0.692622686219085
ATP5PO	UQCRFS1	0.858828214900508
ATP5PO	UQCC1	0.75429328590555
ATP5PO	UQCC2	0.604890964641928
BCS1L	NDUFAF1	0.530322551333149
BCS1L	COA7	0.786922768908302
BCS1L	MT-CO1	0.667114864962956
BCS1L	COX19	0.829545053254284
BCS1L	MT-CO2	0.71966263299139
BCS1L	COX4I1	0.44085464394446
BCS1L	COX7C	0.630348166753604
BCS1L	COX7A2L	0.559601578141398
BCS1L	COX7A1	0.619378672073708
BCS1L	CYC1	0.534109461008949
BCS1L	ECSIT	0.52508129674578
BCS1L	NDUFA2	0.552064088490138
BCS1L	NDUFA3	0.472391037188762
BCS1L	NDUFA6	0.603409807214224
BCS1L	NDUFA7	0.441956335580346
BCS1L	NDUFA8	0.437488347754497
BCS1L	NDUFA9	0.610014056816357
BCS1L	NDUFA10	0.649285900900109
BCS1L	NDUFA11	0.555345388703707
BCS1L	NDUFA12	0.455269234223945
BCS1L	NDUFA13	0.506644863031655
BCS1L	NDUFB1	0.498521513035612
BCS1L	NDUFB3	0.602126292673096
BCS1L	NDUFB5	0.399260272925837
BCS1L	NDUFB10	0.497893245012661
BCS1L	NDUFAF4	0.572391518037652
BCS1L	NDUFAF5	0.650828310238179
BCS1L	NDUFAF6	0.646988012091873
BCS1L	NDUFAF7	0.444188114792683
BCS1L	NDUFS1	0.552304979660505
BCS1L	NDUFS2	0.631224967251837
BCS1L	NDUFS3	0.522587565504296
BCS1L	NDUFS4	0.417239392803673
BCS1L	NDUFS5	0.543349238221713
BCS1L	NDUFS7	0.405181202510449
BCS1L	NDUFV1	0.619771275601331
BCS1L	NDUFV2	0.513281141960633
BCS1L	MT-ND1	0.496642610888548
BCS1L	MT-ND5	0.43229704139235
BCS1L	UQCRC1	0.519071790571725
BCS1L	UQCRC2	0.553476066348958
BCS1L	UQCRH	0.670444899467649
BCS1L	UQCRB	0.444290051319714
BCS1L	SDHB	0.657718503962958
BCS1L	TIMMDC1	0.509332581034687
BCS1L	UQCRFS1	0.493810282457117
BCS1L	UQCC1	0.60778828540523
BCS1L	UQCC2	0.552965221029387
SDHC	NDUFAF1	0.853953699853908
SDHC	MT-CO1	0.665699651448132
SDHC	COX11	0.897235234315668
SDHC	MT-CO2	0.76935782148196
SDHC	COX7A1	0.903838102471067
SDHC	CYC1	0.866668829966806
SDHC	ECSIT	0.655821123966672
SDHC	FOXRED1	0.891765747060517
SDHC	NDUFA6	0.742025371029518
SDHC	NDUFA9	0.677349994761168
SDHC	NDUFA10	0.750506479492155
SDHC	NDUFA11	0.713512994076763
SDHC	NDUFB3	0.753717888501209
SDHC	NDUFB5	0.676529237482426
SDHC	NDUFAF5	0.686229815799724
SDHC	NDUFAF7	0.855209752821582
SDHC	NDUFS1	0.728356339667784
SDHC	NDUFS2	0.772229566480179
SDHC	NDUFS3	0.752030026006488
SDHC	NDUFS4	0.679353131492091
SDHC	NDUFS7	0.655385792732686
SDHC	NDUFV1	0.649429136872911
SDHC	NDUFV2	0.682076495871512
SDHC	MT-ND1	0.843157115842283
SDHC	MT-ND4	0.876725845251666
SDHC	MT-ND5	0.924741126650804
SDHC	UQCRC1	0.859557306825195
SDHC	UQCRC2	0.738034279758226
SDHC	UQCRH	0.665449942877683
SDHC	UQCRB	0.691552481073711
SDHC	TIMMDC1	0.955780875364064
SDHC	UQCRFS1	0.845770882140226
NDUFAF1	COA5	0.837121828411317
NDUFAF1	MT-CO1	0.712494276207859
NDUFAF1	COX11	0.713844680235634
NDUFAF1	COX19	0.661523363657661
NDUFAF1	MT-CO2	0.73319628722262
NDUFAF1	COX4I1	0.428658094547343
NDUFAF1	COX7C	0.610210677244313
NDUFAF1	COX7A2L	0.642701964719363
NDUFAF1	COX6B1	0.531017956747886
NDUFAF1	COX7A1	0.836650232805879
NDUFAF1	CYC1	0.703907962750247
NDUFAF1	ECSIT	0.718086281566341
NDUFAF1	FOXRED1	0.574655794304517
NDUFAF1	NDUFA2	0.475309126401041
NDUFAF1	NDUFA5	0.446729615872794
NDUFAF1	NDUFA6	0.661473313074423
NDUFAF1	NDUFA7	0.444077481919951
NDUFAF1	NDUFA9	0.653338022057597
NDUFAF1	NDUFA10	0.66054711459486
NDUFAF1	NDUFA11	0.627629622168653
NDUFAF1	NDUFA12	0.431408516611264
NDUFAF1	NDUFA13	0.440766950477893
NDUFAF1	NDUFB3	0.784091056011666
NDUFAF1	NDUFB5	0.605771417643077
NDUFAF1	NDUFB10	0.531777060759626
NDUFAF1	NDUFB11	0.425544324250127
NDUFAF1	NDUFAF4	0.668308720446226
NDUFAF1	NDUFAF5	0.600696476550034
NDUFAF1	NDUFAF6	0.574083276346618
NDUFAF1	NDUFAF7	0.576320794392288
NDUFAF1	NDUFS1	0.612489831293624
NDUFAF1	NDUFS2	0.67841603018038
NDUFAF1	NDUFS3	0.632805177448334
NDUFAF1	NDUFS4	0.518347969543112
NDUFAF1	NDUFS5	0.530223174883623
NDUFAF1	NDUFS7	0.455164493983734
NDUFAF1	NDUFV1	0.620416086275951
NDUFAF1	NDUFV2	0.603125288947208
NDUFAF1	MT-ND1	0.788389571395292
NDUFAF1	MT-ND4	0.758287376249208
NDUFAF1	MT-ND5	0.769489227338644
NDUFAF1	UQCRC1	0.665765653115384
NDUFAF1	UQCRC2	0.599088214642742
NDUFAF1	UQCRH	0.521657632740749
NDUFAF1	UQCRB	0.583792528113281
NDUFAF1	UQCR10	0.43435483162092
NDUFAF1	SDHB	0.560594162335078
NDUFAF1	TIMMDC1	0.664897215478822
NDUFAF1	UQCRFS1	0.654649748277145
NDUFAF1	UQCC1	0.608270523573115
COA3	COA7	0.423274334192905
COA3	MT-CO1	0.476800499688848
COA3	MT-CO2	0.439115732485215
COA3	COX4I1	0.575110341419557
COA3	COX6C	0.673991615495397
COA3	CYC1	0.523726124379853
COA3	NDUFA2	0.551488468167289
COA3	NDUFA3	0.568551482595069
COA3	NDUFA5	0.475661705218139
COA3	NDUFA6	0.575218524205589
COA3	NDUFA7	0.614555656382995
COA3	NDUFA8	0.520747906639011
COA3	NDUFA9	0.578559036629304
COA3	NDUFA10	0.5565943024304
COA3	NDUFA11	0.469232707953592
COA3	NDUFA12	0.527330806355176
COA3	NDUFA13	0.586849943291811
COA3	NDUFB3	0.432781456385191
COA3	NDUFB4	0.526501054114284
COA3	NDUFB5	0.416304756091008
COA3	NDUFB6	0.397602282309742
COA3	NDUFB10	0.523315719298498
COA3	NDUFAF4	0.386015489116537
COA3	NDUFAF7	0.524963961463171
COA3	NDUFS1	0.555415881499721
COA3	NDUFS2	0.577442049873375
COA3	NDUFS3	0.497162205123039
COA3	NDUFS4	0.490862061093127
COA3	NDUFS5	0.633003011787487
COA3	NDUFS8	0.487823337471081
COA3	NDUFV1	0.573563897310016
COA3	NDUFV2	0.587068269224427
COA3	NUBPL	0.498297434941151
COA3	UQCRC1	0.607500171749767
COA3	UQCRC2	0.613101012558905
COA3	UQCRH	0.436468205388465
COA3	UQCRB	0.533890443412792
COA3	UQCRQ	0.461155545578568
COA3	SDHA	0.519807806087049
COA3	SDHB	0.703249589260235
COA3	UQCRFS1	0.556156266967625
COA5	MT-CO1	0.586980462866563
COA5	COX7A2L	0.645906365177142
COA5	COX6B1	0.665552600546197
COA5	COX7A1	0.733289452297167
COA5	ECSIT	0.652732567732415
COA5	NDUFB5	0.576803807520249
COA5	NDUFB6	0.554682399002249
COA5	NDUFB11	0.609145868596221
COA5	NDUFC2	0.629003300830022
COA5	MT-ND1	0.686744161375478
COA5	MT-ND4	0.666884497845794
COA5	MT-ND5	0.619004100317338
COA5	UQCRC1	0.586788890400666
COA5	SCO2	0.572455386984689
COA5	SDHAF2	0.918182410315887
COA5	SURF1	0.572281682685725
COA6	COX6B1	0.590246874655025
COA6	NDUFA5	0.584902441540329
COA6	NDUFB5	0.584308379042292
COA6	NDUFB9	0.743149212376454
COA6	NDUFB11	0.649830045539032
COA6	NDUFS6	0.640311932734433
COA6	NDUFS8	0.611635917883244
COA6	MT-ND5	0.535346481048194
COA6	SURF1	0.658947987706978
COA7	MT-CO1	0.637378669580432
COA7	COX19	0.757491484641633
COA7	MT-CO2	0.596178842402838
COA7	COX6C	0.429898107637019
COA7	COX7C	0.556678669342091
COA7	COX7A2L	0.580445521309588
COA7	NDUFA2	0.426146809154513
COA7	NDUFA6	0.491400149853102
COA7	NDUFA9	0.574964871655561
COA7	NDUFA10	0.441302839970744
COA7	NDUFA11	0.451684275284149
COA7	NDUFA13	0.418944383116461
COA7	NDUFB3	0.501097780641562
COA7	NDUFAF4	0.595326479921149
COA7	NDUFAF5	0.605609344016988
COA7	NDUFAF6	0.734630590938563
COA7	NDUFS1	0.479239519007904
COA7	NDUFS2	0.520574880727113
COA7	NDUFS5	0.492994132019049
COA7	NDUFV1	0.57763558172159
COA7	NDUFV2	0.47366299454376
COA7	UQCRC2	0.447465900211867
COA7	UQCRH	0.560309789800803
COA7	SDHB	0.680923309286216
COA7	UQCC1	0.592580400885762
COA7	UQCC2	0.641486848863943
MT-CO1	COX11	0.567394715961879
MT-CO1	COX19	0.855113365914172
MT-CO1	MT-CO2	0.890359294170232
MT-CO1	COX4I1	0.742714429246876
MT-CO1	COX6C	0.646540323529125
MT-CO1	COX7C	0.700933409780564
MT-CO1	COX7A2L	0.664475751278026
MT-CO1	COX6B1	0.722299271134754
MT-CO1	COX7A1	0.746443541754066
MT-CO1	CYC1	0.816315296660927
MT-CO1	ECSIT	0.466138022525659
MT-CO1	NDUFA2	0.778150796617493
MT-CO1	NDUFA3	0.571519716222127
MT-CO1	NDUFA5	0.644016719876185
MT-CO1	NDUFA6	0.843318911363066
MT-CO1	NDUFA7	0.666926919876966
MT-CO1	NDUFA8	0.493226393734624
MT-CO1	NDUFA9	0.899791385266057
MT-CO1	NDUFA10	0.854696238745744
MT-CO1	NDUFA11	0.808142900028586
MT-CO1	NDUFA12	0.680605336910823
MT-CO1	NDUFA13	0.742449274345232
MT-CO1	NDUFB1	0.661100785159149
MT-CO1	NDUFB3	0.902342391540168
MT-CO1	NDUFB4	0.394662682071785
MT-CO1	NDUFB5	0.750057172767653
MT-CO1	NDUFB6	0.481189989751402
MT-CO1	NDUFB9	0.441369329626381
MT-CO1	NDUFB10	0.74558650309903
MT-CO1	NDUFB11	0.582980859002043
MT-CO1	NDUFAF4	0.905303169844748
MT-CO1	NDUFAF5	0.640361873739729
MT-CO1	NDUFAF6	0.840296253272095
MT-CO1	NDUFAF7	0.6908397846055
MT-CO1	NDUFS1	0.847752576904242
MT-CO1	NDUFS2	0.858474225034583
MT-CO1	NDUFS3	0.789268430900663
MT-CO1	NDUFS4	0.716301745891919
MT-CO1	NDUFS5	0.838414196244712
MT-CO1	NDUFS7	0.456024366149523
MT-CO1	NDUFS8	0.655783692595997
MT-CO1	NDUFV1	0.876301468671952
MT-CO1	NDUFV2	0.784829399515293
MT-CO1	MT-ND1	0.815166383967792
MT-CO1	MT-ND4	0.568417103129531
MT-CO1	MT-ND5	0.654165919069598
MT-CO1	NUBPL	0.42644450802663
MT-CO1	UQCRC1	0.829305850751069
MT-CO1	UQCRC2	0.815328193637072
MT-CO1	UQCRH	0.62790461365148
MT-CO1	UQCRB	0.790382080239804
MT-CO1	UQCRQ	0.418686877812332
MT-CO1	UQCR10	0.666532421337832
MT-CO1	SDHA	0.411026059384001
MT-CO1	SDHB	0.816469139334273
MT-CO1	UQCRFS1	0.688832445517507
MT-CO1	UQCC1	0.791549698729439
MT-CO1	UQCC2	0.700132119394578
COX11	MT-CO2	0.672151930016869
COX11	COX4I1	0.512651323990466
COX11	COX6C	0.409509456282185
COX11	COX7C	0.611768930022609
COX11	COX7A2L	0.550050363093336
COX11	COX6B1	0.4594561935359
COX11	COX7A1	0.667121963038703
COX11	CYC1	0.604028465990239
COX11	ECSIT	0.415307489721025
COX11	FOXRED1	0.628679279860684
COX11	NDUFA2	0.479562316201289
COX11	NDUFA5	0.578521612770259
COX11	NDUFA6	0.571702824240477
COX11	NDUFA7	0.442318302141839
COX11	NDUFA9	0.566957735524294
COX11	NDUFA10	0.609586121550573
COX11	NDUFA11	0.576148184690527
COX11	NDUFA12	0.493359432490253
COX11	NDUFA13	0.472847072088173
COX11	NDUFB1	0.47376228021526
COX11	NDUFB3	0.606593360244081
COX11	NDUFB5	0.630125092075741
COX11	NDUFB6	0.509496884573372
COX11	NDUFB9	0.440578565390716
COX11	NDUFB10	0.521242927702082
COX11	NDUFB11	0.479668674224081
COX11	NDUFC2	0.459943424498616
COX11	NDUFAF4	0.575894614951015
COX11	NDUFAF6	0.533912286810368
COX11	NDUFAF7	0.531639421174679
COX11	NDUFS1	0.591390271515631
COX11	NDUFS2	0.609953017050923
COX11	NDUFS3	0.553204742294153
COX11	NDUFS4	0.542067074434145
COX11	NDUFS5	0.494110392139444
COX11	NDUFS6	0.481386689658129
